-20.066, -19.7232
-18.896, -19.7186
-19.4435, -19.7171
-18.8676, -19.7123
-19.7355, -19.7124
-20.4046, -19.7162
-19.0339, -19.7124
-19.0339, -19.7086
-19.0765, -19.705
-19.3705, -19.703
-19.2833, -19.7006
-20.0295, -19.7023
-19.2184, -19.6995
-18.4174, -19.6923
-17.8942, -19.6821
-19.1657, -19.679
-18.1275, -19.6702
-17.9774, -19.6605
-19.1982, -19.6576
-20.1349, -19.6599
-19.6037, -19.6592
-18.965, -19.655
-19.995, -19.6566
-18.7764, -19.6513
-19.0238, -19.6474
-18.7237, -19.6419
-19.918, -19.643
-19.918, -19.6441
-19.1961, -19.6412
-19.3543, -19.6394
-19.7781, -19.6399
-19.6219, -19.6396
-20.4066, -19.6437
-20.0721, -19.6459
-18.9934, -19.6421
-19.0643, -19.6387
-19.6645, -19.6386
-19.6645, -19.6385
-19.3665, -19.6368
-19.8105, -19.6376
-19.8247, -19.6384
-19.7031, -19.6385
-19.1069, -19.6354
-18.9183, -19.6311
-19.1008, -19.6279
-17.9632, -19.6184
-19.5429, -19.6177
-19.5429, -19.6169
-19.4557, -19.6157
-19.8754, -19.6168
-19.7172, -19.617
-19.9646, -19.6186
-19.9687, -19.6203
-18.8169, -19.6155
-18.9082, -19.6112
-20.2039, -19.6141
-18.7622, -19.6091
-18.7622, -19.604
-20.1937, -19.6069
-18.5107, -19.6004
-20.3255, -19.604
-19.7213, -19.6042
-19.4212, -19.6028
-19.4557, -19.6016
-20.3235, -19.6052
-19.6098, -19.6048
-19.478, -19.6037
-19.772, -19.6042
-19.9727, -19.6059
-19.9727, -19.6075
-19.7477, -19.6079
-19.332, -19.606
-20.0761, -19.6082
-19.624, -19.6079
-19.1657, -19.6051
-19.4922, -19.6041
-19.2184, -19.6015
-19.5084, -19.6006
-19.9139, -19.6019
-19.9139, -19.6032
-19.6584, -19.6031
-20.1025, -19.6055
-19.3948, -19.6039
-19.1373, -19.6009
-19.551, -19.6002
-18.4925, -19.5936
-19.7294, -19.5939
-19.8409, -19.5948
-19.0238, -19.5912
-19.555, -19.5905
-19.555, -19.5899
-19.4618, -19.5887
-19.8511, -19.5896
-20.4107, -19.5937
-19.4719, -19.5926
-19.4577, -19.5914
-19.5692, -19.5908
-20.2323, -19.5939
-19.5652, -19.5932
-19.6605, -19.5931
-19.6605, -19.5931
-19.2387, -19.5906
-19.4313, -19.5893
-19.04, -19.5857
-20.3782, -19.5896
-19.1982, -19.587
-18.8778, -19.5825
-19.4415, -19.5812
-19.989, -19.583
-19.5408, -19.5822
-19.5408, -19.5814
-19.9626, -19.583
-19.9018, -19.5843
-19.2894, -19.5821
-19.7335, -19.5824
-19.184, -19.5797
-20.1714, -19.5825
-20.1775, -19.5852
-19.1089, -19.5821
-19.7862, -19.5827
-19.7862, -19.5833
-19.405, -19.5818
-18.9325, -19.5777
-18.4783, -19.571
-19.916, -19.5723
-19.1191, -19.5692
-19.2549, -19.5669
-19.3462, -19.5651
-19.5408, -19.5643
-19.1414, -19.5613
-19.1414, -19.5583
-19.261, -19.556
-19.7456, -19.5564
-19.6767, -19.5564
-19.6301, -19.5562
-19.0643, -19.5528
-20.0092, -19.5546
-19.5814, -19.5541
-19.7396, -19.5544
-20.2262, -19.5575
-19.772, -19.5571
-19.772, -19.5567
-19.5307, -19.5549
-20.5019, -19.5586
-20.1877, -19.5605
-19.403, -19.558
-19.4395, -19.5558
-18.6081, -19.5489
-19.1312, -19.5449
-19.4232, -19.5426
-19.701, -19.5418
-19.701, -19.541
-18.5959, -19.534
-20.6317, -19.5384
-19.3807, -19.5358
-20.1816, -19.5377
-19.8308, -19.5376
-19.549, -19.536
-20.2951, -19.5385
-20.5404, -19.5424
-18.9913, -19.5376
-18.9913, -19.5329
-20.212, -19.5349
-18.5371, -19.5276
-19.4658, -19.5255
-20.1207, -19.5271
-19.0643, -19.5227
-19.3137, -19.5198
-19.6584, -19.5187
-18.9731, -19.5139
-19.8227, -19.5138
-19.8227, -19.5136
-19.6787, -19.5127
-19.2184, -19.5092
-19.3158, -19.5063
-20.0011, -19.5072
-19.4172, -19.5048
-18.8109, -19.499
-20.0234, -19.5
-19.0765, -19.4958
-19.845, -19.4945
-19.845, -19.4998
-19.5652, -19.5005
-19.2772, -19.5028
-19.5652, -19.5018
-18.7987, -19.4929
-19.5327, -19.4957
-19.482, -19.4982
-19.9302, -19.5029
-19.115, -19.5015
-20.3661, -19.5075
-18.8088, -19.5007
-18.9487, -19.4992
-19.4192, -19.5048
-19.1434, -19.5117
-19.1535, -19.5117
-20.0944, -19.5226
-19.3137, -19.53
-20.3499, -19.5364
-19.5631, -19.5332
-18.5513, -19.5274
-19.5266, -19.5305
-20.0944, -19.5311
-20.0478, -19.5381
-19.407, -19.5402
-19.991, -19.5473
-19.991, -19.5477
-19.774, -19.5469
-19.697, -19.5497
-19.7294, -19.5518
-20.3093, -19.5547
-19.5976, -19.5546
-19.701, -19.5507
-19.6057, -19.5481
-20.2424, -19.555
-19.4699, -19.5573
-19.7923, -19.558
-19.7923, -19.5587
-19.8632, -19.5614
-20.2018, -19.5636
-19.1738, -19.56
-19.9991, -19.5616
-19.4719, -19.5637
-19.8693, -19.5689
-20.0092, -19.574
-19.7619, -19.584
-19.9443, -19.5862
-19.9443, -19.5884
-19.4618, -19.5885
-20.2627, -19.5906
-19.04, -19.5869
-20.0092, -19.5871
-20.0234, -19.5874
-19.5631, -19.5916
-19.8855, -19.597
-19.4232, -19.5927
-20.4269, -19.6019
-20.4269, -19.6112
-20.1897, -19.6111
-19.7416, -19.618
-19.6361, -19.6141
-19.2326, -19.6114
-19.4597, -19.6116
-19.9808, -19.6146
-19.478, -19.6099
-19.8997, -19.6115
-20.8932, -19.6193
-20.8932, -19.6256
-19.4516, -19.6227
-18.4884, -19.6144
-18.8494, -19.6094
-19.7943, -19.612
-19.5388, -19.609
-20.437, -19.6135
-19.7335, -19.6167
-19.3401, -19.6158
-19.9261, -19.6198
-19.9261, -19.6221
-20.0478, -19.6228
-19.1312, -19.6185
-19.8997, -19.6198
-19.6848, -19.6175
-19.4334, -19.6177
-19.4476, -19.6194
-19.4922, -19.6191
-19.8754, -19.6268
-19.4699, -19.6254
-20.2404, -19.6276
-20.2404, -19.6343
-19.4597, -19.6338
-19.845, -19.6354
-19.3705, -19.6349
-20.2485, -19.6371
-19.7902, -19.6337
-20.0173, -19.6367
-19.4232, -19.6365
-19.3502, -19.6353
-20.6317, -19.6375
-19.5206, -19.6373
-20.731, -19.6432
-18.9629, -19.6393
-19.8713, -19.6429
-19.993, -19.646
-19.993, -19.6513
-19.4658, -19.6462
-18.8899, -19.6445
-19.8511, -19.6499
-20.2769, -19.6545
-20.1086, -19.6552
-18.7602, -19.6509
-18.8048, -19.6468
-20.1978, -19.6481
-19.1657, -19.644
-19.1657, -19.6433
-19.0826, -19.6397
-19.7294, -19.6427
-19.3563, -19.6382
-19.1089, -19.6323
-19.6159, -19.6351
-18.3465, -19.6271
-20.0113, -19.6283
-19.5855, -19.6293
-19.8105, -19.6342
-19.8105, -19.6416
-19.3624, -19.6385
-19.8186, -19.6424
-20.2809, -19.6481
-18.894, -19.6456
-20.3032, -19.6498
-18.9467, -19.6488
-19.77, -19.6523
-19.5976, -19.6541
-19.9707, -19.6554
-19.9707, -19.657
-18.5249, -19.6509
-20.0376, -19.6563
-19.5246, -19.6536
-20.3661, -19.6579
-19.6361, -19.6574
-19.5226, -19.6535
-18.971, -19.649
-19.549, -19.6478
-18.4681, -19.6419
-19.5064, -19.6363
-19.2854, -19.6313
-19.5327, -19.632
-19.9626, -19.6349
-19.6686, -19.6408
-18.7277, -19.6386
-18.7176, -19.6347
-19.2245, -19.632
-18.2248, -19.6238
-18.5918, -19.6238
-19.7598, -19.619
-19.7598, -19.6211
-19.3583, -19.6165
-18.8453, -19.611
-19.2489, -19.6094
-18.4905, -19.5993
-20.1633, -19.5972
-19.3746, -19.5994
-19.9261, -19.6046
-19.8146, -19.6023
-18.9183, -19.6045
-19.4192, -19.6042
-19.7051, -19.6019
-19.7902, -19.6059
-19.5713, -19.6074
-19.6443, -19.6073
-19.6443, -19.611
-19.9484, -19.6117
-20.0254, -19.6128
-19.111, -19.6097
-20.1248, -19.6147
-19.7091, -19.6169
-19.7984, -19.6158
-19.478, -19.6161
-19.6361, -19.6207
-18.9224, -19.6146
-18.9224, -19.6137
-20.1491, -19.6154
-19.2144, -19.6119
-19.701, -19.6127
-20.0153, -19.6168
-20.2201, -19.6204
-20.5648, -19.6302
-21.1, -19.6389
-20.2789, -19.6434
-20.137, -19.6445
-20.137, -19.6502
-18.6669, -19.6407
-20.5425, -19.6504
-19.8977, -19.6556
-19.8653, -19.6581
-19.5936, -19.6606
-18.9082, -19.6593
-19.553, -19.6562
-19.77, -19.6588
-19.5611, -19.6544
-19.5611, -19.6544
-18.5675, -19.6545
-19.2326, -19.6528
-20.1349, -19.6531
-19.6199, -19.6507
-20.4837, -19.6567
-20.3417, -19.6586
-20.5709, -19.6618
-20.5181, -19.666
-19.9626, -19.6675
-19.9626, -19.6688
-20.9459, -19.6723
-20.1066, -19.6751
-20.5769, -19.68
-19.3989, -19.6788
-19.4983, -19.6747
-19.5936, -19.6754
-20.0194, -19.6766
-18.5756, -19.6699
-20.066, -19.671
-20.7939, -19.6743
-20.7939, -19.6833
-20.5952, -19.6866
-20.3073, -19.6913
-20.5891, -19.6953
-20.1147, -19.6958
-19.3137, -19.6934
-19.3462, -19.69
-19.1921, -19.6859
-19.9768, -19.6887
-20.8993, -19.6922
-20.8993, -19.7026
-20.2748, -19.7041
-19.6625, -19.702
-20.1349, -19.7052
-20.0802, -19.7063
-20.6175, -19.7129
-19.0359, -19.7052
-19.5733, -19.7005
-20.4269, -19.7018
-19.4273, -19.7
-20.2221, -19.7033
-20.2221, -19.7088
-20.0802, -19.7122
-20.5486, -19.7154
-21.0635, -19.7242
-19.6868, -19.723
-19.5348, -19.7155
-19.6686, -19.7087
-19.8186, -19.7107
-20.0822, -19.7196
-19.6767, -19.7242
-19.6767, -19.7235
-20.5871, -19.7293
-19.7598, -19.7256
-20.1126, -19.7277
-20.2343, -19.7326
-19.3563, -19.7295
-19.9788, -19.7298
-20.2769, -19.731
-21.4953, -19.7442
-19.849, -19.7439
-19.849, -19.7448
-18.9974, -19.7424
-19.77, -19.7442
-19.6098, -19.7448
-18.6283, -19.7379
-19.115, -19.7359
-19.1961, -19.7301
-19.5307, -19.7262
-18.5776, -19.7213
-20.4857, -19.7248
-20.4857, -19.731
-19.7254, -19.7281
-20.7331, -19.7334
-20.3194, -19.7351
-19.1292, -19.7334
-19.5206, -19.7344
-19.5327, -19.7283
-20.6236, -19.7344
-19.2347, -19.7261
-19.6605, -19.7299
-19.6605, -19.7288
-19.1292, -19.724
-19.0096, -19.7185
-20.2363, -19.7228
-19.5064, -19.7262
-19.3948, -19.7237
-19.7963, -19.721
-19.3198, -19.7166
-18.3749, -19.7145
-19.8166, -19.7201
-19.5814, -19.7167
-19.5814, -19.719
-19.9585, -19.7234
-19.847, -19.7277
-19.8612, -19.7284
-20.0133, -19.732
-19.7761, -19.7357
-19.4496, -19.7348
-18.4681, -19.7355
-18.533, -19.7273
-19.3604, -19.726
-19.8795, -19.7264
-19.774, -19.7262
-20.6053, -19.7331
-19.6848, -19.7324
-19.9038, -19.7303
-19.6645, -19.7346
-18.7378, -19.7259
-19.5611, -19.7293
-19.6017, -19.7283
-20.1106, -19.7312
-19.8369, -19.7304
-19.8369, -19.7297
-19.8267, -19.7369
-18.6081, -19.729
-20.0113, -19.7317
-20.0802, -19.7301
-20.0194, -19.7322
-19.9768, -19.7348
-19.701, -19.7388
-19.6544, -19.7394
-19.5449, -19.7454
-19.5449, -19.7456
-19.7882, -19.7484
-19.3482, -19.7474
-20.4451, -19.75
-19.5145, -19.7492
-18.3647, -19.7472
-19.6057, -19.7521
-20.2992, -19.7581
-20.0315, -19.7681
-20.4269, -19.7783
-20.4269, -19.782
-19.33, -19.7796
-19.5996, -19.781
-19.3543, -19.7838
-18.8717, -19.7817
-20.0011, -19.7901
-19.553, -19.7867
-19.7254, -19.7887
-19.6605, -19.7872
-19.0785, -19.7831
-19.0785, -19.784
